"rgn_id","product","year","usd_rel"
2,"ornamentals",2008,0.828402366863905
6,"ornamentals",2008,0.828402366863905
1,"ornamentals",2009,1
2,"ornamentals",2009,1
6,"ornamentals",2009,1
1,"ornamentals",2010,1
2,"ornamentals",2010,1
6,"ornamentals",2010,1
1,"ornamentals",2011,1
2,"ornamentals",2011,1
6,"ornamentals",2011,1
1,"seaweeds",1997,0.0969958237909201
2,"seaweeds",1997,0.0969958237909201
6,"seaweeds",1997,0.0969958237909201
1,"seaweeds",1998,0.192644483362522
2,"seaweeds",1998,0.192644483362522
6,"seaweeds",1998,0.192644483362522
1,"seaweeds",1999,0.269432843863667
2,"seaweeds",1999,0.269432843863667
6,"seaweeds",1999,0.269432843863667
1,"seaweeds",2000,0.357672100229018
2,"seaweeds",2000,0.357672100229018
6,"seaweeds",2000,0.357672100229018
1,"seaweeds",2001,0.423683146975616
2,"seaweeds",2001,0.423683146975616
6,"seaweeds",2001,0.423683146975616
1,"seaweeds",2002,0.438501953388118
2,"seaweeds",2002,0.438501953388118
6,"seaweeds",2002,0.438501953388118
1,"seaweeds",2003,0.539539269836993
2,"seaweeds",2003,0.539539269836993
6,"seaweeds",2003,0.539539269836993
1,"seaweeds",2004,0.63114643675064
2,"seaweeds",2004,0.63114643675064
6,"seaweeds",2004,0.63114643675064
1,"seaweeds",2005,0.762494948134178
2,"seaweeds",2005,0.762494948134178
6,"seaweeds",2005,0.762494948134178
1,"seaweeds",2006,0.928196147110333
2,"seaweeds",2006,0.928196147110333
6,"seaweeds",2006,0.928196147110333
1,"seaweeds",2007,0.933584803987606
2,"seaweeds",2007,0.933584803987606
6,"seaweeds",2007,0.933584803987606
1,"seaweeds",2008,1
2,"seaweeds",2008,1
6,"seaweeds",2008,1
1,"seaweeds",2009,1
2,"seaweeds",2009,1
6,"seaweeds",2009,1
1,"seaweeds",2010,1
2,"seaweeds",2010,1
6,"seaweeds",2010,1
1,"seaweeds",2011,1
2,"seaweeds",2011,1
6,"seaweeds",2011,1
